City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
261,Harper,LR,4.375,-7.7169,80.01,83,81,6.55,broken clouds,2021-04-11 03:12:54
262,Alirajpur,IN,22.3031,74.3546,86.47,18,4,5.91,clear sky,2021-04-11 03:12:54
263,Kyaukse,MM,21.6,96.1333,95.0,41,20,5.75,few clouds,2021-04-11 03:12:54
264,Khasan,RU,42.4308,130.6434,47.97,67,100,6.42,overcast clouds,2021-04-11 03:12:55
265,Kieta,PG,-6.2167,155.6333,79.99,83,100,4.27,light rain,2021-04-11 03:12:55
266,Iraucuba,BR,-3.7461,-39.7833,75.06,84,42,4.85,scattered clouds,2021-04-11 03:12:56
267,Shieli,KZ,44.1667,66.75,48.25,61,56,16.11,broken clouds,2021-04-11 03:12:56
268,Broken Hill,AU,-31.95,141.4333,60.8,41,90,19.57,overcast clouds,2021-04-11 03:12:57
269,Solwezi,ZM,-12.1688,26.3894,55.13,96,83,3.91,broken clouds,2021-04-11 03:12:57
270,Batagay-Alyta,RU,67.8006,130.4114,6.48,57,0,6.78,clear sky,2021-04-11 03:12:57
271,Nefteyugansk,RU,61.0998,72.6035,35.6,100,75,6.71,moderate rain,2021-04-11 03:12:58
272,Toktogul,KG,41.8708,72.9402,52.09,48,0,1.21,clear sky,2021-04-11 03:12:58
273,Mgandu,TZ,-5.95,34.1333,59.79,96,98,8.03,overcast clouds,2021-04-11 03:12:58
274,Sioux Lookout,CA,50.1001,-91.917,37.4,93,90,5.75,light intensity drizzle,2021-04-11 03:10:09
275,Wadena,US,46.4425,-95.1361,41.0,81,5,3.44,clear sky,2021-04-11 03:12:59
276,Blackfoot,US,43.1905,-112.345,50.0,27,1,25.32,clear sky,2021-04-11 03:12:57
277,Kidal,ML,18.4411,1.4078,81.54,13,0,8.99,clear sky,2021-04-11 03:13:00
278,Camalu,MX,30.85,-116.0667,55.99,58,77,1.99,broken clouds,2021-04-11 03:13:00
279,Riberalta,BO,-10.9833,-66.1,70.9,97,98,2.28,overcast clouds,2021-04-11 03:13:00
280,Ziarat,PK,30.3823,67.7282,57.81,18,36,3.02,scattered clouds,2021-04-11 03:13:01
281,Ponta Do Sol,PT,32.6667,-17.1,59.0,71,96,1.99,overcast clouds,2021-04-11 03:13:01
282,Luderitz,NA,-26.6481,15.1594,73.27,50,0,7.87,clear sky,2021-04-11 03:13:01
283,Newberry,US,34.2746,-81.6187,64.0,98,99,1.01,overcast clouds,2021-04-11 03:09:59
284,Samarai,PG,-10.6167,150.6667,83.32,64,87,14.05,overcast clouds,2021-04-11 03:13:02
285,Ust-Kut,RU,56.7938,105.7672,23.54,58,64,5.91,broken clouds,2021-04-11 03:13:02
286,Moindou,NC,-21.6924,165.677,82.4,83,75,8.05,broken clouds,2021-04-11 03:13:03
287,Ust-Barguzin,RU,53.45,108.9833,22.41,60,64,8.63,broken clouds,2021-04-11 03:13:03
288,Fonte Boa,BR,-2.4959,-66.2662,72.75,98,100,4.85,overcast clouds,2021-04-11 03:13:03
289,Nome,US,64.5011,-165.4064,12.99,67,90,18.41,overcast clouds,2021-04-11 03:13:04
290,Riyadh,SA,24.6877,46.7219,80.6,9,0,10.49,clear sky,2021-04-11 03:08:59
291,Dingzhou,CN,38.5131,114.9956,60.8,51,100,6.71,overcast clouds,2021-04-11 03:13:04
292,Waingapu,ID,-9.6567,120.2641,85.15,61,68,2.1,broken clouds,2021-04-11 03:13:05
293,Fort Morgan,US,40.2503,-103.8,55.4,14,1,5.75,clear sky,2021-04-11 03:13:05
294,Todos Santos,MX,23.45,-110.2167,66.99,85,100,4.59,overcast clouds,2021-04-11 03:13:05
295,Narsaq,GL,60.9167,-46.05,35.6,75,75,4.61,broken clouds,2021-04-11 03:13:06
296,Atamanovka,RU,51.93,113.63,30.2,24,100,6.71,overcast clouds,2021-04-11 03:13:06
297,Hofn,IS,64.2539,-15.2082,30.33,54,100,7.25,overcast clouds,2021-04-11 03:13:06
298,Klaksvik,FO,62.2266,-6.589,28.4,74,20,5.75,few clouds,2021-04-11 03:13:07
299,Roma,US,43.2128,-75.4557,62.01,62,1,4.83,clear sky,2021-04-11 03:12:46
300,Malim,PH,7.452,123.4312,82.74,69,40,5.1,scattered clouds,2021-04-11 03:13:07
301,Marsa Matruh,EG,31.3525,27.2453,55.4,54,0,8.05,clear sky,2021-04-11 03:13:08
302,Moussoro,TD,13.6408,16.4901,80.44,7,37,13.22,scattered clouds,2021-04-11 03:13:08
303,Ewa Beach,US,21.3156,-158.0072,78.8,41,90,10.36,overcast clouds,2021-04-11 03:13:08
304,Ahuimanu,US,21.4447,-157.8378,77.0,56,40,11.5,scattered clouds,2021-04-11 03:13:09
305,North Vanlaiphai,IN,23.1333,93.0667,81.73,28,4,1.43,clear sky,2021-04-11 03:13:09
306,San Patricio,US,28.017,-97.5169,73.99,68,1,5.75,clear sky,2021-04-11 03:13:09
307,Inhambane,MZ,-23.865,35.3833,72.46,82,2,5.14,clear sky,2021-04-11 03:13:10
308,Brokopondo,SR,4.75,-55.1667,74.7,94,100,6.87,light rain,2021-04-11 03:13:10
309,Plainview,US,40.7765,-73.4673,54.0,100,90,4.61,mist,2021-04-11 03:13:10
310,Elizabeth City,US,36.2946,-76.2511,68.0,82,1,6.91,clear sky,2021-04-11 03:13:11
311,Deputatskiy,RU,69.3,139.9,-4.14,81,8,4.09,clear sky,2021-04-11 03:13:11
312,Ayan,RU,56.45,138.1667,28.47,90,95,5.26,overcast clouds,2021-04-11 03:13:12
313,Enshi,CN,30.3,109.4833,54.09,95,100,0.4,overcast clouds,2021-04-11 03:13:12
314,Kungurtug,RU,50.5994,97.5228,27.41,67,96,4.09,overcast clouds,2021-04-11 03:13:12
315,Cicevac,RS,43.7188,21.4408,37.4,70,0,2.3,clear sky,2021-04-11 03:13:13
316,Takoradi,GH,4.8845,-1.7554,79.32,88,18,7.31,few clouds,2021-04-11 03:13:13
317,Itarema,BR,-2.9248,-39.9167,78.76,84,29,12.66,scattered clouds,2021-04-11 03:13:13
318,Touros,BR,-5.1989,-35.4608,75.2,100,75,6.91,broken clouds,2021-04-11 03:13:14
319,Masuguru,TZ,-11.3667,38.4167,69.71,98,99,2.73,overcast clouds,2021-04-11 03:13:14
320,Westerland,DE,54.9079,8.3033,35.6,87,90,23.02,light snow,2021-04-11 03:13:14
321,Chadiza,ZM,-14.0678,32.4392,57.9,91,92,2.95,overcast clouds,2021-04-11 03:13:15
322,Mahebourg,MU,-20.4081,57.7,77.0,78,75,6.91,broken clouds,2021-04-11 03:13:15
323,Sibolga,ID,1.7427,98.7792,84.87,67,26,2.93,scattered clouds,2021-04-11 03:13:16
324,Dwarka,IN,22.2394,68.9678,80.89,66,0,11.54,clear sky,2021-04-11 03:13:16
325,Cherskiy,RU,68.75,161.3,-2.02,81,85,4.36,overcast clouds,2021-04-11 03:19:36
326,Monte Aprazivel,BR,-20.7725,-49.7142,75.2,38,0,2.3,clear sky,2021-04-11 03:13:16
327,Ketchikan,US,55.3422,-131.6461,35.6,80,90,8.05,light rain,2021-04-11 03:13:17
328,Pasni,PK,25.2631,63.471,78.06,51,3,8.66,clear sky,2021-04-11 03:13:17
329,Buin,CL,-33.7333,-70.75,59.0,51,0,6.91,clear sky,2021-04-11 03:13:17
330,Mayo,US,38.8876,-76.5119,62.01,88,1,4.61,clear sky,2021-04-11 03:13:18
331,Talnakh,RU,69.4865,88.3972,26.24,96,77,3.83,broken clouds,2021-04-11 03:13:18
332,Alekseyevsk,RU,57.8406,108.3492,20.97,67,94,4.76,overcast clouds,2021-04-11 03:13:19
333,Saquena,PE,-4.6667,-73.5167,73.35,97,90,0.89,overcast clouds,2021-04-11 03:13:19
334,Mackay,AU,-21.15,149.2,91.0,62,24,8.05,few clouds,2021-04-11 03:13:20
335,Saint-Denis,FR,48.9167,2.3333,44.01,93,90,11.5,light intensity drizzle,2021-04-11 03:13:20
336,Gunjur,GM,13.2019,-16.7339,69.8,88,0,3.44,clear sky,2021-04-11 03:13:20
337,Nouadhibou,MR,20.931,-17.0347,66.2,72,88,20.71,overcast clouds,2021-04-11 03:13:21
338,Tiznit,MA,29.5833,-9.5,55.06,90,86,4.0,overcast clouds,2021-04-11 03:13:21
339,Toba,JP,34.4833,136.85,57.99,67,19,8.99,few clouds,2021-04-11 03:13:21
340,Ilo,PE,-17.6394,-71.3375,66.83,82,37,6.06,scattered clouds,2021-04-11 03:13:22
341,Karema,TZ,-6.8205,30.4389,67.98,86,100,7.76,light rain,2021-04-11 03:13:22
342,Dehloran,IR,32.6941,47.2679,74.75,34,6,6.33,clear sky,2021-04-11 03:13:22
343,Madikeri,IN,12.4167,75.7333,72.36,73,13,1.43,few clouds,2021-04-11 03:13:23
344,Moerai,PF,-22.4333,-151.3333,78.15,80,92,13.29,light rain,2021-04-11 03:13:23
345,Quatre Cocos,MU,-20.2078,57.7625,79.0,83,40,9.22,scattered clouds,2021-04-11 03:13:24
346,Shahdol,IN,23.2833,81.35,88.11,25,21,2.64,few clouds,2021-04-11 03:12:03
347,Tazovskiy,RU,67.4667,78.7,28.56,92,100,14.85,overcast clouds,2021-04-11 03:13:24
348,Bonthe,SL,7.5264,-12.505,78.69,91,100,5.19,light rain,2021-04-11 03:13:24
349,Bar Harbor,US,44.3876,-68.2039,44.6,81,90,6.91,overcast clouds,2021-04-11 03:13:25
350,Salinas,US,36.6777,-121.6555,53.6,71,1,12.66,clear sky,2021-04-11 03:10:09
351,Muncar,ID,-8.4333,114.3333,86.0,67,43,3.4,scattered clouds,2021-04-11 03:11:16
352,Trapani,IT,37.8333,12.6667,57.99,100,0,13.8,clear sky,2021-04-11 03:12:07
353,Sept-Iles,CA,50.2001,-66.3821,35.01,64,40,4.61,scattered clouds,2021-04-11 03:09:19
354,Kerouane,GN,9.2667,-9.0167,76.98,63,100,4.94,overcast clouds,2021-04-11 03:13:26
355,Bridgewater,CA,44.3835,-64.5155,42.8,56,88,11.5,overcast clouds,2021-04-11 03:13:26
356,Asyut,EG,27.181,31.1837,50.0,71,0,11.5,clear sky,2021-04-11 03:19:42
357,Fort Nelson,CA,58.8053,-122.7002,24.8,46,75,8.05,broken clouds,2021-04-11 03:13:27
358,Puerto Gaitan,CO,4.3133,-72.0816,73.83,87,23,2.33,few clouds,2021-04-11 03:09:24
359,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,94,75,9.22,fog,2021-04-11 03:13:27
360,Panaba,MX,21.2833,-88.2667,79.05,75,0,14.23,clear sky,2021-04-11 03:13:28
361,Saint George,US,37.1041,-113.5841,75.0,10,1,3.44,clear sky,2021-04-11 03:13:03
362,Yanam,IN,16.7333,82.2167,86.0,70,53,5.75,haze,2021-04-11 03:13:28
363,Grindavik,IS,63.8424,-22.4338,33.8,100,75,12.66,snow,2021-04-11 03:13:28
364,Rehoboth,NA,-23.3167,17.0833,63.0,38,0,5.77,clear sky,2021-04-11 03:13:29
365,Tete,MZ,-16.1564,33.5867,75.2,78,0,5.75,clear sky,2021-04-11 03:13:29
366,Barsovo,RU,61.1667,73.1667,35.6,100,75,6.71,moderate rain,2021-04-11 03:13:30
367,Nerchinskiy Zavod,RU,51.3088,119.61,34.66,27,100,7.16,overcast clouds,2021-04-11 03:13:30
368,Constitucion,CL,-35.3333,-72.4167,52.68,77,0,10.4,clear sky,2021-04-11 03:19:44
369,Mount Gambier,AU,-37.8333,140.7667,57.2,58,90,24.16,overcast clouds,2021-04-11 03:13:31
370,Byron Bay,AU,-28.65,153.6167,79.0,38,24,11.5,few clouds,2021-04-11 03:13:31
371,Yerbogachen,RU,61.2767,108.0108,17.69,66,6,5.61,clear sky,2021-04-11 03:13:31
372,Sur,OM,22.5667,59.5289,81.52,56,0,6.89,clear sky,2021-04-11 03:13:32
373,Yar-Sale,RU,66.8333,70.8333,29.75,90,20,15.5,few clouds,2021-04-11 03:13:32
374,Lom,BG,43.8139,23.2361,41.79,59,3,3.06,clear sky,2021-04-11 03:13:32
375,Natchitoches,US,31.7668,-93.1335,57.2,77,1,6.38,clear sky,2021-04-11 03:13:33
376,Haimen,CN,23.1935,116.6142,73.4,56,0,4.47,clear sky,2021-04-11 03:13:33
377,Chicama,PE,-7.8447,-79.1469,71.02,81,99,6.87,overcast clouds,2021-04-11 03:13:34
378,Abnub,EG,27.2696,31.1511,50.0,71,0,11.5,clear sky,2021-04-11 03:10:09
379,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,44.6,42,6,6.71,clear sky,2021-04-11 03:13:34
380,Lumatil,PH,5.8747,124.8883,86.0,66,40,5.75,scattered clouds,2021-04-11 03:13:35
381,Sainte-Maxime,FR,43.3,6.6333,51.01,93,100,1.14,overcast clouds,2021-04-11 03:13:35
382,Sindor,RU,62.8629,51.8905,32.81,88,1,8.95,clear sky,2021-04-11 03:13:35
383,Keroka,KE,-0.7758,34.9453,52.61,97,94,4.25,overcast clouds,2021-04-11 03:13:36
384,Mawlaik,MM,23.6333,94.4167,96.93,24,6,2.46,clear sky,2021-04-11 03:13:36
385,Toora-Khem,RU,52.4675,96.11,32.29,55,72,4.34,broken clouds,2021-04-11 03:13:36
386,Tarko-Sale,RU,64.9225,77.785,29.88,91,35,8.16,scattered clouds,2021-04-11 03:13:37
387,Sao Joao Batista,BR,-27.2761,-48.8494,71.01,97,100,1.72,overcast clouds,2021-04-11 03:13:37
388,Mildura,AU,-34.2,142.15,64.4,32,40,14.97,scattered clouds,2021-04-11 03:13:37
389,Maine-Soroa,NE,13.2114,12.0241,80.1,16,92,9.17,overcast clouds,2021-04-11 03:13:38
390,Benidorm,ES,38.5382,-0.131,57.99,92,5,9.4,clear sky,2021-04-11 03:13:38
391,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.45,82,39,1.28,scattered clouds,2021-04-11 03:13:38
392,Esperance,AU,-33.8667,121.9,64.4,59,99,14.97,overcast clouds,2021-04-11 03:13:39
393,Sarakhs,IR,36.5449,61.1577,55.4,54,40,2.57,scattered clouds,2021-04-11 03:13:39
394,Ibra,OM,22.6906,58.5334,73.87,65,0,0.92,clear sky,2021-04-11 03:13:39
395,Rio Grande,BR,-32.035,-52.0986,73.0,96,100,12.71,light rain,2021-04-11 03:13:40
396,Anadia,BR,-9.6844,-36.3042,71.6,100,75,5.75,broken clouds,2021-04-11 03:13:40
397,Birjand,IR,32.8663,59.2211,59.0,17,40,6.91,scattered clouds,2021-04-11 03:13:40
398,Ginda,IN,30.6945,78.4932,68.63,10,0,1.77,clear sky,2021-04-11 03:13:41
399,Belfast,GB,54.5833,-5.9333,37.0,80,14,6.91,few clouds,2021-04-11 03:09:53
400,Kavaratti,IN,10.5669,72.642,83.21,65,95,3.02,overcast clouds,2021-04-11 03:13:41
401,Nelson Bay,AU,-32.7167,152.15,68.0,28,17,21.85,few clouds,2021-04-11 03:09:08
402,Bontang,ID,0.1333,117.5,84.67,68,100,4.79,overcast clouds,2021-04-11 03:13:42
403,Milkovo,RU,54.7167,158.6167,30.47,55,12,3.11,few clouds,2021-04-11 03:13:42
404,Novosil,RU,52.9739,37.0405,35.53,65,0,1.32,clear sky,2021-04-11 03:13:43
405,Kalvarija,LT,54.4,23.2333,39.33,94,100,6.71,overcast clouds,2021-04-11 03:13:43
406,Nyurba,RU,63.2842,118.3319,13.8,76,98,8.1,overcast clouds,2021-04-11 03:13:43
407,Lima,PE,-12.0432,-77.0282,72.0,83,0,5.75,clear sky,2021-04-11 03:12:58
408,Amazar,RU,53.858,120.875,26.87,34,99,8.16,overcast clouds,2021-04-11 03:13:44
409,Ambulu,ID,-8.345,113.6058,85.73,67,23,2.82,few clouds,2021-04-11 03:13:44
410,San Quintin,MX,30.4833,-115.95,58.57,85,92,14.79,overcast clouds,2021-04-11 03:13:45
411,Lagos,NG,6.5833,3.75,77.0,94,20,2.3,few clouds,2021-04-11 03:11:11
412,Aquiraz,BR,-3.9014,-38.3911,82.4,94,75,9.22,broken clouds,2021-04-11 03:13:45
413,Quelimane,MZ,-17.8786,36.8883,73.4,94,75,3.44,broken clouds,2021-04-11 03:13:45
414,Vao,NC,-22.6667,167.4833,77.16,84,100,18.45,overcast clouds,2021-04-11 03:13:46
415,Casablanca,MA,33.5928,-7.6192,50.0,100,8,4.61,clear sky,2021-04-11 03:13:46
416,Flin Flon,CA,54.7682,-101.865,33.64,86,100,9.93,light snow,2021-04-11 03:13:46
417,Terrace,CA,54.5163,-128.6035,37.4,70,90,13.8,overcast clouds,2021-04-11 03:13:47
418,Lakatoro,VU,-16.0999,167.4164,82.94,74,87,7.56,light rain,2021-04-11 03:13:47
419,Batetskiy,RU,58.6461,30.3027,29.44,84,5,4.63,clear sky,2021-04-11 03:13:48
420,Purna,IN,19.1833,77.05,91.65,25,91,6.29,overcast clouds,2021-04-11 03:13:48
421,Merauke,ID,-8.4667,140.3333,83.5,70,25,5.37,light rain,2021-04-11 03:13:48
422,Rio Gallegos,AR,-51.6226,-69.2181,44.6,57,0,8.05,clear sky,2021-04-11 03:11:30
423,Teguise,ES,29.0605,-13.564,64.4,82,0,6.91,clear sky,2021-04-11 03:13:49
424,Flinders,AU,-34.5833,150.8552,66.0,42,5,11.01,clear sky,2021-04-11 03:13:49
425,Viedma,AR,-40.8135,-62.9967,57.4,68,72,7.07,broken clouds,2021-04-11 03:13:49
426,Puerto Colombia,CO,10.9878,-74.9547,78.8,89,20,8.05,fog,2021-04-11 03:13:50
427,Zainsk,RU,55.3195,52.0694,48.2,76,0,8.95,moderate rain,2021-04-11 03:13:50
428,Kaabong,UG,3.4836,34.1492,65.1,78,78,6.04,broken clouds,2021-04-11 03:13:50
429,Tura,IN,25.5198,90.2201,84.2,49,0,7.16,clear sky,2021-04-11 03:19:53
430,Beringovskiy,RU,63.05,179.3167,8.11,93,100,22.95,light snow,2021-04-11 03:13:51
431,Nishihara,JP,26.1842,127.7558,73.4,68,75,20.71,broken clouds,2021-04-11 03:13:51
432,Poopo,BO,-18.3667,-66.9667,49.15,62,100,6.35,overcast clouds,2021-04-11 03:13:52
433,Tautira,PF,-17.7333,-149.15,86.0,65,40,9.22,light rain,2021-04-11 03:13:52
434,Lamu,KE,-2.2717,40.902,78.8,94,75,9.4,broken clouds,2021-04-11 03:13:52
435,Sidi Ali,DZ,36.0998,0.4206,55.38,93,100,3.33,overcast clouds,2021-04-11 03:13:53
436,Cervo,ES,43.6702,-7.4101,44.01,100,100,5.99,overcast clouds,2021-04-11 03:13:53
437,Sambava,MG,-14.2667,50.1667,74.43,88,100,7.27,overcast clouds,2021-04-11 03:13:53
438,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,0,6.91,clear sky,2021-04-11 03:13:54
439,Kyra,RU,49.5776,111.9753,30.11,68,100,6.58,light snow,2021-04-11 03:13:54
440,Kisber,HU,47.5029,18.0367,50.0,81,0,10.36,clear sky,2021-04-11 03:13:55
441,Khani,GE,41.9563,42.9566,44.6,93,90,6.91,light rain,2021-04-11 03:13:55
442,Chany,RU,55.3121,76.7647,33.08,99,100,1.97,overcast clouds,2021-04-11 03:13:55
443,Broome,US,42.2506,-75.833,59.0,82,1,8.05,clear sky,2021-04-11 03:13:56
444,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,47,0,25.32,clear sky,2021-04-11 03:19:56
445,Saint-Augustin,CA,51.226,-58.6502,38.25,95,100,18.12,overcast clouds,2021-04-11 03:19:56
446,Kysyl-Syr,RU,63.8986,122.7617,12.88,76,95,8.86,overcast clouds,2021-04-11 03:13:56
447,Katherine,AU,-14.4667,132.2667,95.0,34,82,4.61,broken clouds,2021-04-11 03:13:57
448,Tocopilla,CL,-22.092,-70.1979,66.79,80,32,6.8,scattered clouds,2021-04-11 03:13:57
449,Erzin,TR,36.9559,36.2,46.0,88,100,4.05,overcast clouds,2021-04-11 03:13:57
450,Bambanglipuro,ID,-7.95,110.2833,86.38,65,60,4.9,broken clouds,2021-04-11 03:13:58
451,Mutoko,ZW,-17.397,32.2268,53.01,85,26,4.12,scattered clouds,2021-04-11 03:13:58
452,Dawlatabad,AF,36.4141,64.9053,69.37,29,1,1.25,clear sky,2021-04-11 03:13:58
453,Abashiri,JP,44.0213,144.2697,55.4,19,0,6.91,clear sky,2021-04-11 03:13:59
454,Illapel,CL,-31.6308,-71.1653,61.16,57,0,2.37,clear sky,2021-04-11 03:13:59
455,Edson,CA,53.5835,-116.4356,28.4,59,75,11.5,broken clouds,2021-04-11 03:14:00
456,Jieshi,CN,22.8134,115.8257,75.99,58,26,1.01,scattered clouds,2021-04-11 03:14:00
457,Vanimo,PG,-2.6741,141.3028,86.68,65,95,9.89,overcast clouds,2021-04-11 03:14:00
458,Thinadhoo,MV,0.5333,72.9333,83.26,68,72,9.51,broken clouds,2021-04-11 03:14:01
459,Bilma,NE,18.6853,12.9164,80.06,8,1,9.95,clear sky,2021-04-11 03:14:01
460,Tevaitoa,PF,-16.7833,-151.5,82.33,72,74,9.24,light rain,2021-04-11 03:14:01
461,Vanavara,RU,60.34,102.2797,27.43,70,17,7.81,few clouds,2021-04-11 03:14:02
462,Lewistown,US,40.5992,-77.5714,59.0,100,90,5.17,overcast clouds,2021-04-11 03:14:02
463,Hit,IQ,33.6416,42.8251,58.39,39,0,15.79,clear sky,2021-04-11 03:14:02
464,Xam Nua,LA,20.4197,104.0439,73.69,75,79,3.09,broken clouds,2021-04-11 03:14:03
465,Duluth,US,46.7833,-92.1066,44.6,75,90,12.66,overcast clouds,2021-04-11 03:12:03
466,Roald,NO,62.5833,6.1333,35.6,87,90,12.66,light snow,2021-04-11 03:14:03
467,Marsh Harbour,BS,26.5412,-77.0636,75.18,71,0,16.06,clear sky,2021-04-11 03:14:04
468,Baker City,US,44.7749,-117.8344,35.6,41,90,13.8,overcast clouds,2021-04-11 03:14:04
469,Vitim,RU,59.4511,112.5578,15.82,77,100,7.07,overcast clouds,2021-04-11 03:14:04
470,Poya,NC,-21.35,165.15,78.94,83,93,6.35,overcast clouds,2021-04-11 03:14:05
471,Damietta,EG,31.4165,31.8133,55.4,62,40,13.8,scattered clouds,2021-04-11 03:14:05
472,Xihe,CN,31.6864,113.4659,56.97,89,100,2.68,light rain,2021-04-11 03:14:05
473,Trofaiach,AT,47.4167,15.0,45.0,65,75,12.66,broken clouds,2021-04-11 03:14:06
474,Soubre,CI,5.7856,-6.6083,73.62,96,67,2.8,broken clouds,2021-04-11 03:14:06
475,Imbituba,BR,-28.24,-48.6703,77.0,88,0,9.22,clear sky,2021-04-11 03:14:06
476,Biak,ID,-0.9131,122.8766,83.79,67,82,1.41,broken clouds,2021-04-11 03:14:07
477,Gariaband,IN,20.635,82.0614,78.8,65,75,3.44,haze,2021-04-11 03:14:07
478,Laguna,US,38.421,-121.4238,68.0,42,1,9.22,clear sky,2021-04-11 03:14:07
479,Vardo,NO,70.3705,31.1107,28.24,69,2,27.11,clear sky,2021-04-11 03:14:08
480,Airai,TL,-8.9266,125.4092,74.23,51,86,1.77,overcast clouds,2021-04-11 03:14:08
481,Camacha,PT,33.0833,-16.3333,64.4,88,40,5.75,scattered clouds,2021-04-11 03:14:08
482,Oyama,JP,36.3,139.8,64.0,54,75,8.05,broken clouds,2021-04-11 03:14:09
483,Marystown,CA,47.1666,-55.1483,34.36,98,100,10.56,light snow,2021-04-11 03:14:09
484,Sohag,EG,26.557,31.6948,53.6,37,0,9.22,clear sky,2021-04-11 03:14:09
485,Albanel,CA,48.8832,-72.4487,44.6,53,80,8.05,broken clouds,2021-04-11 03:14:10
486,Kimbe,PG,-5.5502,150.1429,80.55,82,100,3.36,overcast clouds,2021-04-11 03:14:10
487,Skibotn,NO,69.3913,20.2679,33.8,93,75,6.91,snow,2021-04-11 03:14:11
488,Vilyuysk,RU,63.7553,121.6247,11.53,78,95,9.31,overcast clouds,2021-04-11 03:14:11
489,Avenal,US,36.0041,-120.129,68.0,37,1,6.91,clear sky,2021-04-11 03:14:11
490,Lavrentiya,RU,65.5833,-171.0,1.9,78,100,21.97,overcast clouds,2021-04-11 03:14:12
491,Guabito,PA,9.5,-82.6167,76.8,90,100,1.92,overcast clouds,2021-04-11 03:14:12
492,Mahon,ES,39.8885,4.2658,53.6,94,20,4.61,few clouds,2021-04-11 03:14:12
493,Burnie,AU,-41.0667,145.9167,51.01,65,37,27.0,scattered clouds,2021-04-11 03:14:13
494,Payo,ID,-3.7508,103.6372,87.22,62,26,2.3,scattered clouds,2021-04-11 03:14:13
495,Rocha,UY,-34.4833,-54.3333,67.96,99,100,9.91,overcast clouds,2021-04-11 03:14:14
496,Eregli,TR,37.5133,34.0467,29.7,90,100,5.01,light snow,2021-04-11 03:14:14
497,Voznesenskaya,RU,44.5527,41.0318,39.24,93,100,2.95,overcast clouds,2021-04-11 03:14:15
498,Tawang,IN,27.5833,91.8667,52.95,53,35,5.68,scattered clouds,2021-04-11 03:14:15
499,Kushima,JP,31.4583,131.2333,66.2,55,75,17.27,broken clouds,2021-04-11 03:14:15
500,Makakilo City,US,21.3469,-158.0858,78.8,41,90,10.36,overcast clouds,2021-04-11 03:14:16
501,Kuytun,RU,54.3419,101.5036,24.4,64,20,7.92,few clouds,2021-04-11 03:14:16
502,Suntar,RU,62.1444,117.6319,14.67,74,100,8.12,overcast clouds,2021-04-11 03:14:17
503,Togur,RU,58.3631,82.8265,37.13,86,100,6.73,overcast clouds,2021-04-11 03:14:17
504,Pozo Colorado,PY,-23.4923,-58.7972,82.76,50,44,6.04,scattered clouds,2021-04-11 03:14:17
505,Big Spring,US,32.2504,-101.4787,64.0,25,1,8.05,clear sky,2021-04-11 03:14:18
506,Gizo,SB,-8.103,156.8419,81.32,80,100,14.18,moderate rain,2021-04-11 03:14:18
507,Iracoubo,GF,5.4802,-53.2011,77.0,87,100,6.73,heavy intensity rain,2021-04-11 03:14:18
508,Lanzhou,CN,36.0564,103.7922,46.4,66,0,4.47,clear sky,2021-04-11 03:14:19
509,Coquimbo,CL,-29.9533,-71.3436,55.4,82,0,3.44,clear sky,2021-04-11 03:14:19
510,Dharur,IN,18.8167,76.1167,86.41,27,53,6.06,broken clouds,2021-04-11 03:13:07
511,Manitowoc,US,44.0667,-87.8001,50.0,100,90,14.97,light rain,2021-04-11 03:10:05
512,Lodwar,KE,3.1191,35.5973,84.6,48,93,10.07,overcast clouds,2021-04-11 03:14:20
513,Tranby,NO,59.8167,10.25,28.99,67,0,1.01,clear sky,2021-04-11 03:14:20
514,Jojoima,SL,7.8792,-10.7878,75.25,93,100,1.86,overcast clouds,2021-04-11 03:14:21
515,Hobyo,SO,5.3505,48.5268,81.54,60,16,14.25,few clouds,2021-04-11 03:14:21
516,Mehamn,NO,71.0357,27.8492,30.83,94,100,20.83,light snow,2021-04-11 03:14:21
517,Lerwick,GB,60.1545,-1.1494,32.0,86,53,10.36,broken clouds,2021-04-11 03:14:22
518,Carutapera,BR,-1.195,-46.02,75.54,94,100,4.52,overcast clouds,2021-04-11 03:14:22
519,Vanderhoof,CA,54.0166,-124.0198,32.31,60,94,3.76,overcast clouds,2021-04-11 03:14:22
520,Havelock,US,34.8791,-76.9013,71.6,83,1,10.36,clear sky,2021-04-11 03:14:23
521,Ricse,HU,48.3256,21.9707,37.4,81,0,1.14,clear sky,2021-04-11 03:14:23
522,Kalbay,PH,5.7233,125.4986,86.0,66,40,5.75,scattered clouds,2021-04-11 03:14:23
523,Fushun,CN,41.8558,123.9233,64.4,29,0,17.9,clear sky,2021-04-11 03:14:24
524,Peterhead,GB,57.5058,-1.7981,36.0,86,27,6.91,scattered clouds,2021-04-11 03:14:24
525,Vallenar,CL,-28.5708,-70.7581,65.23,54,0,1.83,clear sky,2021-04-11 03:20:11
526,Bahia Blanca,AR,-38.7196,-62.2724,56.86,85,100,3.58,moderate rain,2021-04-11 03:14:25
