City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
527,Tifton,US,31.4505,-83.5085,60.8,94,1,3.44,clear sky,2021-04-11 03:14:25
528,Chengdu,CN,30.6667,104.0667,59.0,94,40,2.53,scattered clouds,2021-04-11 03:11:01
529,Santiago Del Estero,AR,-27.7951,-64.2615,62.44,69,100,24.14,overcast clouds,2021-04-11 03:11:25
530,Aklavik,CA,68.2191,-135.0107,-2.2,54,1,5.75,clear sky,2021-04-11 03:14:26
531,Coahuayana,MX,18.7333,-103.6833,70.09,79,75,1.72,broken clouds,2021-04-11 03:14:26
532,Luanda,AO,-8.8368,13.2343,77.0,83,40,2.3,scattered clouds,2021-04-11 03:11:05
533,Shuangcheng,CN,45.35,126.2833,66.0,51,20,8.95,smoke,2021-04-11 03:14:26
534,Chipinge,ZW,-20.1883,32.6236,55.44,93,0,2.55,clear sky,2021-04-11 03:14:27
535,Umm Lajj,SA,25.0213,37.2685,67.21,49,0,10.54,clear sky,2021-04-11 03:14:27
536,Poum,NC,-20.2333,164.0167,79.38,79,61,12.01,broken clouds,2021-04-11 03:14:28
537,Half Moon Bay,US,37.4636,-122.4286,57.2,87,1,13.8,haze,2021-04-11 03:14:28
538,Katsuura,JP,35.1333,140.3,61.0,54,20,4.61,few clouds,2021-04-11 03:17:24
539,Otane,NZ,-39.8833,176.6333,77.0,82,21,7.0,few clouds,2021-04-11 03:14:28
540,Gushikawa,JP,26.3544,127.8686,73.4,68,90,20.71,overcast clouds,2021-04-11 03:14:24
541,Artvin,TR,41.1667,41.8333,44.6,93,75,2.3,broken clouds,2021-04-11 03:11:16
542,Sorong,ID,-0.8833,131.25,82.72,73,100,4.45,light rain,2021-04-11 03:20:14
543,Bandar-E Lengeh,IR,26.5579,54.8807,78.8,65,0,11.5,clear sky,2021-04-11 03:14:29
544,Kamenka,RU,51.3223,42.7678,37.0,92,99,12.77,overcast clouds,2021-04-11 03:14:29
545,Port Augusta,AU,-32.5,137.7667,66.2,42,40,13.8,scattered clouds,2021-04-11 03:14:30
546,North Bend,US,43.4065,-124.2243,45.0,70,1,13.8,clear sky,2021-04-11 03:14:28
547,Jadu,LY,31.953,12.0261,53.51,50,77,20.49,broken clouds,2021-04-11 03:14:30
548,Port Hardy,CA,50.6996,-127.4199,42.8,61,40,12.66,scattered clouds,2021-04-11 03:14:31
549,Guisa,CU,20.255,-76.5386,75.2,83,0,9.22,clear sky,2021-04-11 03:14:31
550,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,69,90,8.05,overcast clouds,2021-04-11 03:14:31
551,Mabay,PH,6.0577,124.4666,86.0,66,40,5.75,scattered clouds,2021-04-11 03:14:32
552,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,100,75,19.37,light intensity drizzle,2021-04-11 03:14:32
553,Nuuk,GL,64.1835,-51.7216,26.6,100,90,8.05,light snow,2021-04-11 03:14:33
554,Rykhtychi,UA,49.3851,23.5566,35.01,80,0,8.95,clear sky,2021-04-11 03:14:33
555,Nabire,ID,-3.3667,135.4833,86.77,62,47,5.12,scattered clouds,2021-04-11 03:14:34
556,Bubaque,GW,11.2833,-15.8333,76.5,71,4,13.87,clear sky,2021-04-11 03:14:34
557,Axim,GH,4.8699,-2.2405,79.93,86,53,8.61,broken clouds,2021-04-11 03:14:34
558,Two Rivers,US,44.1539,-87.5693,48.99,100,90,14.97,light rain,2021-04-11 03:14:35
559,Elat,IL,29.5581,34.9482,50.63,60,1,7.4,clear sky,2021-04-11 03:14:35
560,Pemba,MZ,-12.974,40.5178,75.2,94,40,8.05,scattered clouds,2021-04-11 03:14:35
561,Novoorsk,RU,51.381,58.9813,33.8,100,90,6.71,fog,2021-04-11 03:14:36
562,Arica,CL,-18.475,-70.3042,68.0,64,90,4.61,overcast clouds,2021-04-11 03:14:36
563,Ponta Delgada,PT,37.7333,-25.6667,62.6,94,75,9.22,fog,2021-04-11 03:14:36
564,Uryupinsk,RU,50.8047,42.0138,39.99,92,99,12.3,overcast clouds,2021-04-11 03:14:37
565,Vasai,IN,19.47,72.8,84.2,61,40,6.91,haze,2021-04-11 03:14:37
566,Araouane,ML,18.9048,-3.5265,81.63,12,3,7.4,clear sky,2021-04-11 03:14:37
567,Honningsvag,NO,70.9821,25.9704,35.64,80,100,13.0,overcast clouds,2021-04-11 03:14:38
568,Waitati,NZ,-45.75,170.5667,66.0,65,90,5.01,overcast clouds,2021-04-11 03:14:38
569,Verkh-Usugli,RU,52.7,115.1667,29.61,24,36,6.17,scattered clouds,2021-04-11 03:14:38
570,Charyshskoye,RU,51.3978,83.5598,35.2,77,5,5.32,clear sky,2021-04-11 03:14:39
571,Koslan,RU,63.4564,48.8989,34.54,83,100,11.88,overcast clouds,2021-04-11 03:14:39
572,Fayaoue,NC,-20.65,166.5333,80.74,80,99,10.94,overcast clouds,2021-04-11 03:12:37
573,Marzuq,YE,14.4,46.4667,66.02,16,3,5.82,clear sky,2021-04-11 03:14:40
574,Atasu,KZ,48.6814,71.6433,40.33,58,0,18.54,clear sky,2021-04-11 03:14:40
575,Anadyr,RU,64.75,177.4833,10.4,61,100,13.42,overcast clouds,2021-04-11 03:14:40
576,Puerto Del Rosario,ES,28.5004,-13.8627,62.6,82,0,8.05,clear sky,2021-04-11 03:14:41
577,Mahenge,TZ,-8.6833,36.7167,61.68,97,99,2.3,light rain,2021-04-11 03:14:41
578,Healesville,AU,-37.65,145.5167,48.99,98,98,5.01,light rain,2021-04-11 03:14:41
579,Jaroslaw,PL,50.0162,22.6778,48.99,75,0,8.05,clear sky,2021-04-11 03:14:42
580,Maragogi,BR,-9.0122,-35.2225,77.16,89,99,7.61,overcast clouds,2021-04-11 03:14:42
581,Prince George,CA,53.9166,-122.753,35.01,75,75,5.75,broken clouds,2021-04-11 03:10:03
582,Raga,SS,8.4596,25.678,72.21,16,99,4.43,overcast clouds,2021-04-11 03:14:43
583,Willowmore,ZA,-33.2926,23.4895,60.66,67,100,3.38,overcast clouds,2021-04-11 03:14:43
584,Portel,BR,-1.9356,-50.8211,73.94,96,100,3.06,overcast clouds,2021-04-11 03:14:43
585,Preston,GB,53.7667,-2.7167,34.0,87,99,3.87,overcast clouds,2021-04-11 03:14:44
586,Kristiinankaupunki,FI,62.2743,21.376,33.75,78,0,11.14,clear sky,2021-04-11 03:14:44
587,Lafia,NG,8.4833,8.5167,80.8,67,92,9.13,overcast clouds,2021-04-11 03:14:44
588,Derzhavinsk,KZ,51.1,66.3167,34.16,80,4,14.16,clear sky,2021-04-11 03:14:45
589,Birobidzhan,RU,48.8,132.95,56.82,42,100,8.61,overcast clouds,2021-04-11 03:14:45
590,Te Anau,NZ,-45.4167,167.7167,56.95,88,99,3.44,overcast clouds,2021-04-11 03:14:45
591,Mitu,CO,1.1983,-70.1733,70.74,99,100,0.87,overcast clouds,2021-04-11 03:13:24
592,Antalaha,MG,-14.9003,50.2788,72.97,89,100,5.5,overcast clouds,2021-04-11 03:14:46
593,Alta Floresta,BR,-9.8756,-56.0861,71.73,95,31,2.26,scattered clouds,2021-04-11 03:14:46
594,Phan Thiet,VN,10.9333,108.1,88.84,53,56,13.51,broken clouds,2021-04-11 03:14:47
595,Kiama,AU,-34.6833,150.8667,66.0,42,7,11.01,clear sky,2021-04-11 03:12:02
596,Rengo,CL,-34.4167,-70.8667,51.8,66,0,3.44,clear sky,2021-04-11 03:14:47
597,Peniche,PT,39.3558,-9.3811,59.0,91,3,5.99,clear sky,2021-04-11 03:14:47
598,Wausau,US,44.9591,-89.6301,51.8,76,90,9.22,light rain,2021-04-11 03:14:48
599,Barcelos,PT,41.5388,-8.6151,55.4,94,75,4.43,broken clouds,2021-04-11 03:13:02
600,Chimore,BO,-16.9833,-65.1333,71.06,99,96,1.28,overcast clouds,2021-04-11 03:14:48
601,Asau,RO,46.4333,26.4,32.0,59,0,3.04,light snow,2021-04-11 03:14:49
602,Umm Kaddadah,SD,13.6017,26.6876,74.52,17,19,23.06,few clouds,2021-04-11 03:14:49
603,San Cristobal,VE,7.7669,-72.225,78.8,83,20,2.3,few clouds,2021-04-11 03:14:49
604,Solginskiy,RU,61.05,41.3428,35.62,84,99,10.74,overcast clouds,2021-04-11 03:14:50
605,Henties Bay,NA,-22.116,14.2845,75.99,47,0,1.99,clear sky,2021-04-11 03:14:50
606,Khudumelapye,BW,-23.8833,24.75,64.96,53,0,5.59,clear sky,2021-04-11 03:14:50
607,San-Pedro,CI,4.7485,-6.6363,78.44,88,90,6.08,overcast clouds,2021-04-11 03:14:51
608,Hirara,JP,24.8,125.2833,77.0,83,75,17.27,broken clouds,2021-04-11 03:14:51
609,Plaridel,PH,14.8872,120.8572,90.0,55,40,2.3,scattered clouds,2021-04-11 03:14:51
610,Oktyabrskoye,RU,43.0645,44.7417,42.8,93,70,2.24,broken clouds,2021-04-11 03:14:52
611,Kemin,KG,42.7846,75.6892,54.91,40,4,5.32,clear sky,2021-04-11 03:14:52
612,Suslovo,RU,56.2167,88.1167,34.7,81,68,3.78,broken clouds,2021-04-11 03:14:53
613,Cockburn Town,TC,21.4612,-71.1419,75.4,63,61,16.98,broken clouds,2021-04-11 03:14:53
614,Bodden Town,KY,19.2833,-81.25,80.6,78,20,6.91,few clouds,2021-04-11 03:14:53
615,Ayr,GB,55.4627,-4.6339,28.4,93,20,1.14,few clouds,2021-04-11 03:14:11
616,Launceston,AU,-41.45,147.1667,55.4,44,40,19.57,scattered clouds,2021-04-11 03:14:54
617,Am Timan,TD,11.0297,20.2827,80.89,11,100,4.83,overcast clouds,2021-04-11 03:14:54
618,Juegang,CN,32.3174,121.1855,57.99,89,100,1.01,light rain,2021-04-11 03:14:55
619,Homer,US,59.6425,-151.5483,30.2,47,75,12.66,broken clouds,2021-04-11 03:14:55
620,Champerico,GT,14.3,-91.9167,68.0,96,10,8.32,clear sky,2021-04-11 03:14:55
621,Skegness,GB,53.1436,0.3363,37.99,86,20,5.75,few clouds,2021-04-11 03:14:56
622,Fukue,JP,32.6881,128.8419,64.4,59,0,8.05,clear sky,2021-04-11 03:14:56
623,Buraydah,SA,26.326,43.975,69.8,43,20,13.8,few clouds,2021-04-11 03:14:57
624,Nurmijarvi,FI,60.4641,24.8073,35.01,93,20,10.36,few clouds,2021-04-11 03:14:57
625,Along,IN,28.1667,94.7667,70.66,76,70,1.7,broken clouds,2021-04-11 03:14:57
626,Casper,US,42.8666,-106.3131,52.0,25,1,16.11,clear sky,2021-04-11 03:10:47
627,Iztapa,GT,13.9333,-90.7075,82.4,78,40,4.61,scattered clouds,2021-04-11 03:14:58
628,Shingu,JP,33.7333,135.9833,62.6,51,20,9.22,few clouds,2021-04-11 03:14:58
629,Gandorhun,SL,7.5,-11.8333,77.54,91,100,2.53,overcast clouds,2021-04-11 03:14:59
630,Pangnirtung,CA,66.1451,-65.7125,29.77,77,100,5.19,overcast clouds,2021-04-11 03:14:59
631,Jiblah,YE,13.9216,44.1467,59.02,35,2,2.84,clear sky,2021-04-11 03:14:59
632,Conde,BR,-7.2597,-34.9075,75.2,100,75,8.05,broken clouds,2021-04-11 03:15:00
633,Lengshuitan,CN,26.4111,111.5956,62.47,86,99,1.25,light rain,2021-04-11 03:15:00
634,Richards Bay,ZA,-28.783,32.0377,67.62,88,5,9.13,clear sky,2021-04-11 03:10:06
635,Ballina,AU,-28.8667,153.5667,78.8,36,10,9.22,clear sky,2021-04-11 03:20:29
636,Palencia,ES,42.4167,-4.5,48.99,92,100,1.99,overcast clouds,2021-04-11 03:14:11
637,Abha,SA,18.2164,42.5053,62.6,23,0,9.22,clear sky,2021-04-11 03:15:01
638,San Borja,BO,-14.8167,-66.85,72.73,98,100,3.0,overcast clouds,2021-04-11 03:15:01
639,La Union,PE,-5.4,-80.75,76.37,65,92,15.99,overcast clouds,2021-04-11 03:15:04
640,Jacmel,HT,18.2342,-72.5347,75.2,83,66,6.91,broken clouds,2021-04-11 03:15:04
641,Kutum,SD,14.2,24.6667,67.5,19,4,17.31,clear sky,2021-04-11 03:15:05
642,Egvekinot,RU,66.3167,-179.1667,0.23,79,100,14.97,overcast clouds,2021-04-11 03:15:05
643,Ngunguru,NZ,-35.6167,174.5,77.0,73,1,5.99,clear sky,2021-04-11 03:15:05
644,Urucara,BR,-2.5364,-57.76,73.71,98,100,0.22,overcast clouds,2021-04-11 03:11:11
645,Komarovo,RU,60.1841,29.8175,35.01,74,0,6.71,clear sky,2021-04-11 03:15:06
646,Bielsk Podlaski,PL,52.7651,23.1865,48.99,62,100,1.01,overcast clouds,2021-04-11 03:15:06
647,Srandakan,ID,-7.9386,110.2506,86.54,65,61,5.17,broken clouds,2021-04-11 03:15:06
648,Walvis Bay,NA,-22.9575,14.5053,75.99,47,0,1.99,clear sky,2021-04-11 03:15:07
649,Bousso,TD,10.4795,16.7117,81.18,20,69,3.91,broken clouds,2021-04-11 03:15:07
650,Chepen,PE,-7.2167,-79.45,66.0,85,100,8.01,overcast clouds,2021-04-11 03:15:08
651,Miri,MY,4.4148,114.0089,86.0,66,20,6.91,few clouds,2021-04-11 03:15:08
652,Plettenberg Bay,ZA,-34.0527,23.3716,61.9,71,93,2.1,overcast clouds,2021-04-11 03:15:08
653,Kinablangan,PH,7.6947,126.5503,84.38,69,98,10.18,overcast clouds,2021-04-11 03:15:09
654,Nuevo Imperial,PE,-13.0754,-76.3172,70.32,82,92,0.09,overcast clouds,2021-04-11 03:15:09
655,Santa Rosa,PH,14.3122,121.1114,90.0,58,74,3.0,broken clouds,2021-04-11 03:15:10
656,Yelan-Kolenovskiy,RU,51.1632,41.151,38.39,73,82,12.3,broken clouds,2021-04-11 03:15:10
657,Anloga,GH,5.7947,0.8973,80.6,83,20,4.61,few clouds,2021-04-11 03:15:10
658,Maldonado,UY,-34.6667,-54.9167,70.0,94,75,11.5,broken clouds,2021-04-11 03:11:26
659,Bereda,ES,43.2686,-7.5406,46.99,100,100,5.99,overcast clouds,2021-04-11 03:15:11
